-9.995500337489875875e+00,-2.999550020249566185e-01,2.000000000000000000e+00
-9.959527330119943400e+00,-8.987854919801105957e-01,2.000000000000000000e+00
-9.887710779360421753e+00,-1.494381324735992056e+00,2.000000000000000000e+00
-9.780309147241482037e+00,-2.084598998460995389e+00,2.000000000000000000e+00
-9.637708963658905503e+00,-2.667314366888311028e+00,2.000000000000000000e+00
-9.460423435283869864e+00,-3.240430283948683154e+00,2.000000000000000000e+00
-9.249090598573129540e+00,-3.801884151231614162e+00,2.000000000000000000e+00
-9.004471023526768647e+00,-4.349655341112303120e+00,2.000000000000000000e+00
-8.727445076457511774e+00,-4.881772468829075784e+00,2.000000000000000000e+00
-8.419009751622686721e+00,-5.396320487339694161e+00,2.000000000000000000e+00
-8.080275083121517099e+00,-5.891447579422695924e+00,2.000000000000000000e+00
-7.712460149971064105e+00,-6.365371822219680453e+00,2.000000000000000000e+00
-7.316888688738208302e+00,-6.816387600233343669e+00,2.000000000000000000e+00
-6.894984329517468424e+00,-7.242871743701426723e+00,2.000000000000000000e+00
-6.448265472400009912e+00,-7.643289370255052617e+00,2.000000000000000000e+00
-5.978339822872978715e+00,-8.016199408837774598e+00,2.000000000000000000e+00
-5.486898605815872187e+00,-8.360259786005206806e+00,2.000000000000000000e+00
-4.975710478917266144e+00,-8.674232255940170333e+00,2.000000000000000000e+00
-4.446615167417063752e+00,-8.956986856800478236e+00,2.000000000000000000e+00
-3.901516843082296404e+00,-9.207505977361359228e+00,2.000000000000000000e+00
-3.342377271245021930e+00,-9.424888019316977505e+00,2.000000000000000000e+00
-2.771208750565574253e+00,-9.608350642060727864e+00,2.000000000000000000e+00
-2.190066870930417409e+00,-9.757233578266591323e+00,2.000000000000000000e+00
-1.601043115548314910e+00,-9.871001010138503062e+00,2.000000000000000000e+00
-1.006257333869321702e+00,-9.949243497775807299e+00,2.000000000000000000e+00
-4.078501124159170099e-01,-9.991679452714759435e+00,2.000000000000000000e+00
1.920249290169176171e-01,-9.998156151342907805e+00,2.000000000000000000e+00
7.912088880673274760e-01,-9.968650284539190665e+00,2.000000000000000000e+00
1.387545349523762406e+00,-9.903268041561583246e+00,2.000000000000000000e+00
1.978888146091074773e+00,-9.802244727880458086e+00,2.000000000000000000e+00
2.563109082275210060e+00,-9.665943918332981610e+00,2.000000000000000000e+00
3.138105593588803366e+00,-9.494856148646311667e+00,2.000000000000000000e+00
3.701808313512848336e+00,-9.289597150038700235e+00,2.000000000000000000e+00
4.252188520981501796e+00,-9.050905633252019911e+00,2.000000000000000000e+00
4.787265441587174486e+00,-8.779640629990794309e+00,2.000000000000000000e+00
5.305113376229424915e+00,-8.476778401335710811e+00,2.000000000000000000e+00
5.803868631552193236e+00,-8.143408924257977688e+00,2.000000000000000000e+00
6.281736227227367131e+00,-7.780731968879232241e+00,2.000000000000000000e+00
6.736996355945582771e+00,-7.390052780594732695e+00,2.000000000000000000e+00
7.168010572865401109e+00,-6.972777382599405271e+00,2.000000000000000000e+00
7.573227692245411369e+00,-6.530407515722678191e+00,2.000000000000000000e+00
7.951189370037815785e+00,-6.064535233783182377e+00,2.000000000000000000e+00
8.300535352352198970e+00,-5.576837173914203305e+00,2.000000000000000000e+00
8.620008370900611894e+00,-5.069068522480573158e+00,2.000000000000000000e+00
8.908458667805742692e+00,-4.543056698303107765e+00,2.000000000000000000e+00
9.164848133487673465e+00,-4.000694775924239721e+00,2.000000000000000000e+00
9.388254042737344207e+00,-3.443934672583950363e+00,2.000000000000000000e+00
9.577872375530887439e+00,-2.874780123425495049e+00,2.000000000000000000e+00
9.733020710633473627e+00,-2.295279470212698403e+00,2.000000000000000000e+00
9.853140681578826943e+00,-1.707518289511514631e+00,2.000000000000000000e+00
9.937799986185549272e+00,-1.113611886866557654e+00,2.000000000000000000e+00
9.986693942378131794e+00,-5.156976839854083838e-01,2.000000000000000000e+00
9.999646584713419273e+00,8.407247367142400840e-02,2.000000000000000000e+00
9.976611297666179823e+00,6.835400612104113316e-01,2.000000000000000000e+00
9.917670983394659245e+00,1.280547642663726338e+00,2.000000000000000000e+00
9.823037763382329146e+00,1.872946635428962114e+00,2.000000000000000000e+00
9.693052215029627661e+00,2.458605042846297106e+00,2.000000000000000000e+00
9.528182145943070225e+00,3.035415127084220899e+00,2.000000000000000000e+00
9.329020910333063910e+00,3.601300994719611293e+00,2.000000000000000000e+00
9.096285273579479025e+00,4.154226067712386339e+00,2.000000000000000000e+00
8.830812832650298816e+00,4.692200412887200578e+00,2.000000000000000000e+00
8.533559001657039289e+00,5.213287903543992741e+00,2.000000000000000000e+00
8.205593573395656648e+00,5.715613187423365105e+00,2.000000000000000000e+00
7.848096869247732421e+00,6.197368435949562659e+00,2.000000000000000000e+00
7.462355491298090726e+00,6.656819850461122456e+00,2.000000000000000000e+00
7.049757691956642702e+00,7.092313902013795968e+00,2.000000000000000000e+00
6.611788377748872847e+00,7.502283282299124778e+00,2.000000000000000000e+00
6.150023765255822283e+00,7.885252544261890151e+00,2.000000000000000000e+00
5.666125708436524633e+00,8.239843412116197641e+00,2.000000000000000000e+00
5.161835717748330943e+00,8.564779741649960698e+00,2.000000000000000000e+00
4.638968692589895859e+00,8.858892112965977006e+00,2.000000000000000000e+00
4.099406389623153402e+00,9.121122039130760584e+00,2.000000000000000000e+00
3.545090650481419470e+00,9.350525775584452859e+00,2.000000000000000000e+00
2.978016413236440840e+00,9.546277716602130425e+00,2.000000000000000000e+00
2.400224532775602881e+00,9.707673366582858065e+00,2.000000000000000000e+00
1.813794435928227422e+00,9.834131875473087092e+00,2.000000000000000000e+00
1.220836637774448841e+00,9.925198129199618080e+00,2.000000000000000000e+00
6.234851460700406856e-01,9.980544387588786037e+00,2.000000000000000000e+00
2.388978112293973013e-02,9.999971463877180611e+00,2.000000000000000000e+00
-5.757915612383449622e-01,9.983409441568882770e+00,2.000000000000000000e+00
-1.173400675759431078e+00,9.930917926059368739e+00,2.000000000000000000e+00
-1.766786814968459129e+00,9.842685830120435853e+00,2.000000000000000000e+00
-2.353814429544408338e+00,9.719030694018233163e+00,2.000000000000000000e+00
