-3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
-3.070224685583565982e+00,3.812734169470050727e+00,1.999999999942288609e+00
-3.140449371939492806e+00,3.625468338548261560e+00,1.999999999886221014e+00
-3.210674059171665373e+00,3.438202507294711108e+00,1.999999999818607987e+00
-3.280898747393830472e+00,3.250936675877294846e+00,1.999999999694627828e+00
-3.351123435389180560e+00,3.063670844563873619e+00,1.999999999551947294e+00
-3.421348123112090800e+00,2.876405013411661660e+00,1.999999999388719196e+00
-3.491572810581166753e+00,2.689139182465514644e+00,1.999999999199855161e+00
-3.561797497774192411e+00,2.501873351808724610e+00,1.999999998982335381e+00
-3.632022184727815795e+00,2.314607521495171127e+00,1.999999998733406281e+00
-3.702246871445368015e+00,2.127341691624596631e+00,1.999999998447404392e+00
-3.772471557990507041e+00,1.940075862249575955e+00,1.999999998121731348e+00
-3.842696244428779107e+00,1.752810033430212355e+00,1.999999997753235226e+00
-3.912920930898695193e+00,1.565544205144748569e+00,1.999999997345539571e+00
-3.983145617236004465e+00,1.378278377789344367e+00,1.999999996866011598e+00
-4.053370303506168781e+00,1.191012551517667273e+00,1.999999996301328187e+00
-4.123594989793620158e+00,1.003746726497012132e+00,1.999999995636766226e+00
-4.193819676209241010e+00,8.164809029111788075e-01,1.999999994855657048e+00
-4.264044362901352692e+00,6.292150809640513209e-01,1.999999993938647469e+00
-4.334269050065748807e+00,4.419492608836587122e-01,1.999999992863557008e+00
-4.404493737986317825e+00,2.546834429277381462e-01,1.999999991601508986e+00
-4.474718428670089843e+00,6.741762395786032869e-02,1.999999990406668537e+00
-4.544943122136991143e+00,-1.198481951215346619e-01,1.999999989170761827e+00
-4.615167818456693105e+00,-3.071140124952103645e-01,1.999999987705895821e+00
-4.685392519411028189e+00,-4.943798296863330943e-01,1.999999986071145042e+00
-4.755617226537361297e+00,-6.816456458204431801e-01,1.999999984092509342e+00
-4.825841942322171008e+00,-8.689114593409481557e-01,1.999999981473226995e+00
-4.896066671898476663e+00,-1.056177272270836243e+00,1.999999978063456973e+00
-4.966291422221046581e+00,-1.243443082852463188e+00,1.999999973239345419e+00
-5.036516205656603518e+00,-1.430708894406788723e+00,1.999999966256194028e+00
-5.106741040848604030e+00,-1.617974712683491356e+00,1.999999955857144629e+00
-5.176965950401825722e+00,-1.805240550220243767e+00,1.999999940401471221e+00
-5.247190929934510528e+00,-1.992506427337156438e+00,1.999999919987753838e+00
-5.317415778284417804e+00,-2.179772313847228915e+00,1.999999908840328411e+00
-5.387639362384212482e+00,-2.367037636162943937e+00,1.999999996220675591e+00
-5.457857285947809167e+00,-2.554298358835866978e+00,2.000000596872200553e+00
